Funder ID,Count
http://dx.doi.org/10.13039/100000949,3
http://dx.doi.org/10.13039/100001037,45
http://dx.doi.org/10.13039/100001041,7
http://dx.doi.org/10.13039/100001056,3
http://dx.doi.org/10.13039/100001061,0
http://dx.doi.org/10.13039/100001066,5
http://dx.doi.org/10.13039/100001092,1
http://dx.doi.org/10.13039/100001127,95
http://dx.doi.org/10.13039/100001178,1
http://dx.doi.org/10.13039/100001301,3
http://dx.doi.org/10.13039/100001337,2
http://dx.doi.org/10.13039/100001351,5
http://dx.doi.org/10.13039/100001362,0
http://dx.doi.org/10.13039/100001369,4
http://dx.doi.org/10.13039/100001408,1
http://dx.doi.org/10.13039/100001442,6
http://dx.doi.org/10.13039/100001501,0
http://dx.doi.org/10.13039/100001530,9
http://dx.doi.org/10.13039/100001544,9
http://dx.doi.org/10.13039/100001556,0
http://dx.doi.org/10.13039/100001576,8
http://dx.doi.org/10.13039/100001584,10
http://dx.doi.org/10.13039/100001619,2
http://dx.doi.org/10.13039/100001633,1
http://dx.doi.org/10.13039/100001637,12
http://dx.doi.org/10.13039/100001638,14
http://dx.doi.org/10.13039/100001649,0
http://dx.doi.org/10.13039/100001688,6
http://dx.doi.org/10.13039/100001708,1
http://dx.doi.org/10.13039/100001714,1
http://dx.doi.org/10.13039/100001728,8
http://dx.doi.org/10.13039/100001730,0
http://dx.doi.org/10.13039/100001733,6
http://dx.doi.org/10.13039/100001753,2
http://dx.doi.org/10.13039/100001799,2
http://dx.doi.org/10.13039/100001832,9
http://dx.doi.org/10.13039/100001840,2
http://dx.doi.org/10.13039/100001888,11
http://dx.doi.org/10.13039/100001918,0
http://dx.doi.org/10.13039/100001927,43
http://dx.doi.org/10.13039/100001930,33
http://dx.doi.org/10.13039/100001959,0
http://dx.doi.org/10.13039/100001971,7
http://dx.doi.org/10.13039/100002015,3
http://dx.doi.org/10.13039/100002016,0
http://dx.doi.org/10.13039/100002021,0
http://dx.doi.org/10.13039/100002026,20
http://dx.doi.org/10.13039/100002035,0
http://dx.doi.org/10.13039/100002056,0
http://dx.doi.org/10.13039/100002082,22
http://dx.doi.org/10.13039/100002092,2
http://dx.doi.org/10.13039/100002209,0
http://dx.doi.org/10.13039/100002227,1
http://dx.doi.org/10.13039/100002259,0
http://dx.doi.org/10.13039/100002267,0
http://dx.doi.org/10.13039/100002349,1
http://dx.doi.org/10.13039/100002362,2
http://dx.doi.org/10.13039/100002364,0
http://dx.doi.org/10.13039/100002391,1
http://dx.doi.org/10.13039/100002401,10
http://dx.doi.org/10.13039/100002556,1
http://dx.doi.org/10.13039/100002647,3
http://dx.doi.org/10.13039/100002737,3
http://dx.doi.org/10.13039/100002753,0
http://dx.doi.org/10.13039/100002775,0
http://dx.doi.org/10.13039/100002792,1
http://dx.doi.org/10.13039/100002859,0
http://dx.doi.org/10.13039/100002873,0
http://dx.doi.org/10.13039/100002875,1
http://dx.doi.org/10.13039/100002881,2
http://dx.doi.org/10.13039/100002882,5
http://dx.doi.org/10.13039/100002883,11
http://dx.doi.org/10.13039/100002888,0
http://dx.doi.org/10.13039/100002962,7
http://dx.doi.org/10.13039/100002985,0
http://dx.doi.org/10.13039/100003069,0
http://dx.doi.org/10.13039/100003095,2
http://dx.doi.org/10.13039/100003105,0
http://dx.doi.org/10.13039/100003192,4
http://dx.doi.org/10.13039/100003212,10
http://dx.doi.org/10.13039/100003214,0
http://dx.doi.org/10.13039/100003233,0
http://dx.doi.org/10.13039/100003234,1
http://dx.doi.org/10.13039/100003239,1
http://dx.doi.org/10.13039/100003242,2
http://dx.doi.org/10.13039/100003259,3
http://dx.doi.org/10.13039/100003279,0
http://dx.doi.org/10.13039/100003325,1
http://dx.doi.org/10.13039/100003339,0
http://dx.doi.org/10.13039/100003354,0
http://dx.doi.org/10.13039/100003393,4
http://dx.doi.org/10.13039/100003472,9
http://dx.doi.org/10.13039/100003475,0
http://dx.doi.org/10.13039/100003502,0
http://dx.doi.org/10.13039/100003507,0
http://dx.doi.org/10.13039/100003512,0
http://dx.doi.org/10.13039/100003519,3
http://dx.doi.org/10.13039/100003536,314
http://dx.doi.org/10.13039/100003583,1
http://dx.doi.org/10.13039/100003622,1
http://dx.doi.org/10.13039/100003628,0
http://dx.doi.org/10.13039/100003666,0
http://dx.doi.org/10.13039/100003683,0
http://dx.doi.org/10.13039/100003703,3
http://dx.doi.org/10.13039/100003720,0
http://dx.doi.org/10.13039/100003734,3
http://dx.doi.org/10.13039/100003763,2
http://dx.doi.org/10.13039/100003765,12
http://dx.doi.org/10.13039/100003785,3
http://dx.doi.org/10.13039/100003797,5
http://dx.doi.org/10.13039/100003817,14
http://dx.doi.org/10.13039/100003861,0
http://dx.doi.org/10.13039/100003885,3
http://dx.doi.org/10.13039/100003891,8
http://dx.doi.org/10.13039/100003931,5
http://dx.doi.org/10.13039/100003958,0
http://dx.doi.org/10.13039/100003969,0
http://dx.doi.org/10.13039/100003971,3
http://dx.doi.org/10.13039/100003981,1
http://dx.doi.org/10.13039/100003998,6
http://dx.doi.org/10.13039/100004040,0
http://dx.doi.org/10.13039/100004064,8
http://dx.doi.org/10.13039/100004065,0
http://dx.doi.org/10.13039/100004071,3
http://dx.doi.org/10.13039/100004076,0
http://dx.doi.org/10.13039/100004094,0
http://dx.doi.org/10.13039/100004117,1
http://dx.doi.org/10.13039/100004129,0
http://dx.doi.org/10.13039/100004139,5
http://dx.doi.org/10.13039/100004160,0
http://dx.doi.org/10.13039/100004161,0
http://dx.doi.org/10.13039/100004197,1
http://dx.doi.org/10.13039/100004456,0
http://dx.doi.org/10.13039/100004686,38
http://dx.doi.org/10.13039/100004736,3
http://dx.doi.org/10.13039/100004942,0
http://dx.doi.org/10.13039/100004946,196
http://dx.doi.org/10.13039/100005112,28
http://dx.doi.org/10.13039/100005127,6
http://dx.doi.org/10.13039/100005132,5
http://dx.doi.org/10.13039/100005182,2
http://dx.doi.org/10.13039/100005194,0
http://dx.doi.org/10.13039/100005218,6
http://dx.doi.org/10.13039/100005260,5
http://dx.doi.org/10.13039/100005322,7
http://dx.doi.org/10.13039/100005338,6
http://dx.doi.org/10.13039/100005412,6
http://dx.doi.org/10.13039/100005442,33
http://dx.doi.org/10.13039/100005444,3
http://dx.doi.org/10.13039/100005450,23
http://dx.doi.org/10.13039/100005523,0
http://dx.doi.org/10.13039/100005528,6
http://dx.doi.org/10.13039/100005547,4
http://dx.doi.org/10.13039/100005666,2
http://dx.doi.org/10.13039/100005811,0
http://dx.doi.org/10.13039/100005887,1
http://dx.doi.org/10.13039/100005898,4
http://dx.doi.org/10.13039/100005929,9
http://dx.doi.org/10.13039/100006001,1
http://dx.doi.org/10.13039/100006079,0
http://dx.doi.org/10.13039/100006113,1
http://dx.doi.org/10.13039/100006114,0
http://dx.doi.org/10.13039/100006119,6
http://dx.doi.org/10.13039/100006121,0
http://dx.doi.org/10.13039/100006122,6
http://dx.doi.org/10.13039/100006123,0
http://dx.doi.org/10.13039/100006124,4
http://dx.doi.org/10.13039/100006126,0
http://dx.doi.org/10.13039/100006131,49
http://dx.doi.org/10.13039/100006139,2
http://dx.doi.org/10.13039/100006140,42
http://dx.doi.org/10.13039/100006141,0
http://dx.doi.org/10.13039/100006145,0
http://dx.doi.org/10.13039/100006158,2
http://dx.doi.org/10.13039/100006159,15
http://dx.doi.org/10.13039/100006163,32
http://dx.doi.org/10.13039/100006166,0
http://dx.doi.org/10.13039/100006167,3
http://dx.doi.org/10.13039/100006175,5
http://dx.doi.org/10.13039/100006180,956
http://dx.doi.org/10.13039/100006181,36
http://dx.doi.org/10.13039/100006182,3
http://dx.doi.org/10.13039/100006184,0
http://dx.doi.org/10.13039/100006185,0
http://dx.doi.org/10.13039/100006191,0
http://dx.doi.org/10.13039/100006201,3
http://dx.doi.org/10.13039/100006349,16
http://dx.doi.org/10.13039/100006350,6
http://dx.doi.org/10.13039/100006387,39
http://dx.doi.org/10.13039/100006403,4
http://dx.doi.org/10.13039/100006419,7
http://dx.doi.org/10.13039/100006430,4
http://dx.doi.org/10.13039/100006434,0
http://dx.doi.org/10.13039/100006437,4
http://dx.doi.org/10.13039/100006486,1
http://dx.doi.org/10.13039/100006493,3
http://dx.doi.org/10.13039/100006508,28
http://dx.doi.org/10.13039/100006519,13
http://dx.doi.org/10.13039/100006527,4
http://dx.doi.org/10.13039/100006543,1
http://dx.doi.org/10.13039/100006589,3
http://dx.doi.org/10.13039/100006593,3
http://dx.doi.org/10.13039/100006605,10
http://dx.doi.org/10.13039/100006606,4
http://dx.doi.org/10.13039/100006613,7
http://dx.doi.org/10.13039/100006618,8
http://dx.doi.org/10.13039/100006619,3
http://dx.doi.org/10.13039/100006620,2
http://dx.doi.org/10.13039/100006629,3
http://dx.doi.org/10.13039/100006637,53
http://dx.doi.org/10.13039/100006639,36
http://dx.doi.org/10.13039/100006644,1
http://dx.doi.org/10.13039/100006651,3
http://dx.doi.org/10.13039/100006655,1
http://dx.doi.org/10.13039/100006657,1
http://dx.doi.org/10.13039/100006658,1
http://dx.doi.org/10.13039/100006670,3
http://dx.doi.org/10.13039/100006678,5
http://dx.doi.org/10.13039/100006679,1
http://dx.doi.org/10.13039/100006682,1
http://dx.doi.org/10.13039/100006683,1
http://dx.doi.org/10.13039/100006684,2
http://dx.doi.org/10.13039/100006685,14
http://dx.doi.org/10.13039/100006697,2
http://dx.doi.org/10.13039/100006702,2
http://dx.doi.org/10.13039/100006703,2
http://dx.doi.org/10.13039/100006707,4
http://dx.doi.org/10.13039/100006709,0
http://dx.doi.org/10.13039/100006716,12
http://dx.doi.org/10.13039/100006721,2
http://dx.doi.org/10.13039/100006722,1
http://dx.doi.org/10.13039/100006737,1
http://dx.doi.org/10.13039/100006749,3
http://dx.doi.org/10.13039/100006779,1
http://dx.doi.org/10.13039/100006782,0
http://dx.doi.org/10.13039/100006811,1
http://dx.doi.org/10.13039/100006820,4
http://dx.doi.org/10.13039/100006821,17
http://dx.doi.org/10.13039/100006822,71
http://dx.doi.org/10.13039/100006824,23
http://dx.doi.org/10.13039/100006825,8
http://dx.doi.org/10.13039/100006837,11
http://dx.doi.org/10.13039/100006927,8
http://dx.doi.org/10.13039/100006957,6
http://dx.doi.org/10.13039/100006963,5
http://dx.doi.org/10.13039/100006964,2
http://dx.doi.org/10.13039/100006979,1
http://dx.doi.org/10.13039/100006982,0
